date_collected,shopid,Shop_name,item_count,shop_location,rating_star
6/28/2021,136836256,GraBeYan PH,118,"Pasay City,Metro Manila",4.88
6/28/2021,235309345,ISOME.ph-Women's fashion,713,,4.74
6/28/2021,322584626,wjshow.ph,177,,4.78
6/28/2021,39345649,HESTIA  CLOSET 🌸,39,"Navotas City,Metro Manila",4.84
6/28/2021,383340326,lovely.thrift.finds,27,"Marikina City,Metro Manila",5
6/28/2021,122612617,Arlyn.corpuz,257,"Binondo,Metro Manila",4.47
6/28/2021,35044762,RRX OnlineShop,2296,"Binondo,Metro Manila",4.7
6/28/2021,213293624,Magandang buhay,46,,4.78
6/28/2021,17325060,joymarcelo_rtwclothing,1164,"San Mateo,Rizal",4.83
6/28/2021,10615128,Hex Manila,238,"Pasig City,Metro Manila",4.54
6/28/2021,31488555,WPFashionBRA,387,"Binondo,Metro Manila",4.83
6/28/2021,113311722,JDC CLOTHING,32,"Pasig City,Metro Manila",4.83
6/28/2021,372020341,Cre8newtrends PH,70,"Caloocan City,Metro Manila",4.72
6/28/2021,94468213,The Hopeful Shop,147,"Mandaluyong City,Metro Manila",4.89
6/28/2021,287993221,trendythreads.rzl,84,"Cainta,Rizal",4.76
6/28/2021,59054130,EAZY GOODS,310,"Pasay City,Metro Manila",4.63
6/28/2021,273094218,xiaoyi.ph,196,,4.85
6/28/2021,312059830,Mezz8 Garments,162,"Quezon City,Metro Manila",4.82
6/28/2021,50261908,Sew- In Style,69,"Pasig City,Metro Manila",4.9
6/28/2021,281266301,clothingpalette.10,69,"Taytay,Rizal",4.92
6/28/2021,297008262,Jimei Shop,31,,4.69
6/28/2021,284009378,90's Shop Manila ,62,"Quezon City,Metro Manila",4.89
6/28/2021,365159569,havefun.ph/CropTop/dress/Bra,581,,4.87
6/28/2021,373953071,LK Shop ph,110,"Valenzuela City,Metro Manila",4.88
6/28/2021,406683641,rphmcloset,101,"Caloocan City,Metro Manila",4.9
6/28/2021,342905290,POLARIS●FASHION,2222,,4.89
6/28/2021,6077779,Jianri,52,"Marikina City,Metro Manila",4.64
6/28/2021,294013171,Ladyfair Fashion and Beauty,35,"Malabon City,Metro Manila",4.83
6/28/2021,289787386,trendybestshops,78,"Pasay City,Metro Manila",4.81
6/28/2021,307419427,shanshan.ph,163,,4.75
6/28/2021,172176021,COSHOP - women's clothes,253,,4.7
6/28/2021,155121457,Aileen Fashion,992,"San Nicolas,Metro Manila",4.91
6/28/2021,417317962,MEIMEITALL,486,,4.82
6/28/2021,140134509,sanshop.ph,239,"Caloocan City,Metro Manila",4.65
6/28/2021,40117535,Women Blouses | MYQUEEN,1827,,4.58
6/28/2021,50579919,Dayday Collection,17,"Calamba City,Laguna",4.83
6/28/2021,63369513,Beauty And Fashion BLOUSE COD,1413,,4.73
6/28/2021,141535018,Diya Stand,305,"San Nicolas,Metro Manila",4.87
6/28/2021,258468274,MON AMIE PH,432,"Taytay,Rizal",4.89
6/28/2021,219216737,XRUI ❤ Womenjacket,447,,4.6
6/28/2021,62651467,shoppingaddicts,2000,,4.68
6/28/2021,5302656,Ulzzaang.ph,411,"Bacoor,Cavite",4.87
6/28/2021,287789175,libin888.ph,276,,4.71
6/28/2021,262845064,weabbyph.ph,319,,4.83
6/28/2021,254711738,hello.may.ph,429,,4.81
6/28/2021,59595030,LUSMAY,851,,4.72
6/28/2021,35339653,affleck.shop,749,"Tondo I / Ii,Metro Manila",4.72
6/28/2021,303372405,GDTima2.ph,650,,4.77
6/28/2021,328781757,Giselle G&G shop,287,,4.88
6/28/2021,347488706,X.Y fashion,442,,4.63
6/28/2021,271800741,1989minishop,122,"Pasay City,Metro Manila",4.79
6/28/2021,45837310,superhappybuy.ph,4739,,4.7
6/28/2021,189250648,A5E Clothing Boutique,320,"Magalang,Pampanga",4.91
6/28/2021,133089351,goodseller999,253,"Binondo,Metro Manila",4.62
6/28/2021,11314636,Lush Tiangge RTW Supplier,197,"Taytay,Rizal",4.88
6/28/2021,273201142,Women's blouse-Crop Top,1451,,4.84
6/28/2021,91117081,Ippeuni Agassi Shop,234,"Caloocan City,Metro Manila",4.92
6/28/2021,147240166,88jackshop,234,"Caloocan City,Metro Manila",4.67
6/28/2021,400757425,baboland.ph,89,,4.68
6/28/2021,36222507,Beauty Fashion,554,"Pasay City,Metro Manila",4.8
6/28/2021,403534537,Fairy - Crop Top & Dress,268,,4.89
6/28/2021,244604039,Cherry'sBeauty,1167,,4.81
6/28/2021,192699788,korean top and oversized shirt,1282,,4.81
6/28/2021,317527502,"Women's clothing, underwear",22,"Sampaloc,Metro Manila",4.66
6/28/2021,67883391,Meshmerize Fashion Gallery,37,"Caloocan City,Metro Manila",4.96
6/28/2021,53723999,fashion wear 111,276,"San Nicolas,Metro Manila",4.83
6/28/2021,50582861,Miss A PH,401,"Taytay,Rizal",4.88
6/28/2021,331790042,Crop Top & Korean Top,703,,4.85
6/28/2021,79439002,J.A Online Shop,206,"Mandaluyong City,Metro Manila",4.74
6/28/2021,313474174,Style Issa Women,614,,4.62
6/28/2021,177084026,Maj's Collection,42,"Dasmarinas City,Cavite",4.94
6/28/2021,393059557,Baclaran_rembrose,221,"Pasay City,Metro Manila",4.88
6/28/2021,30386163,kcshoppe,382,"Pasig City,Metro Manila",4.91
6/28/2021,100011971,Korean fashion bags and tee.,293,"Caloocan City,Metro Manila",4.81
6/28/2021,365058565,LUCKY.HOUSE,285,"Tondo I / Ii,Metro Manila",4.83
6/28/2021,288394116,Z&H🌿shop,335,,4.86
6/28/2021,50106625,LGOH.PH,326,"Pasay City,Metro Manila",4.87
6/28/2021,368444703,Shopping Your Wardrobe,160,"Caloocan City,Metro Manila",4.78
6/28/2021,401079546,Huidong,22,"Sampaloc,Metro Manila",4.79
6/28/2021,162058206,Wanderwoman0920,103,"Tondo I / Ii,Metro Manila",4.94
6/28/2021,39898577,shienacu,373,"San Nicolas,Metro Manila",4.88
6/28/2021,383858880,mayushop.ph,12,"Quezon City,Metro Manila",5
6/28/2021,51849744,adolphbob.ph,289,,4.42
6/28/2021,292495133,ART_MAN,882,,4.63
6/28/2021,144287446,DVX Divisoria Extension,1575,"Caloocan City,Metro Manila",4.9
6/28/2021,401150074,ZK Boutique clothing store,309,,4.56
6/28/2021,202193803,JFD Shop,334,,4.64
6/28/2021,362574372,tongju.ph,315,,4.42
6/28/2021,139558229,media.ph,340,"Tondo I / Ii,Metro Manila",4.56
6/28/2021,343498159,men_clothes.ph,1228,,4.44
6/28/2021,64151604,HUILISHI MEN'S FASHIONG,233,"Pasay City,Metro Manila",4.81
6/28/2021,86411248,EMILI-Y & U-VY FASHION,694,"Las Pinas City,Metro Manila",4.81
6/28/2021,440871071,ENX3D.PH,411,,4.21
6/28/2021,51801232,DriFIT,62,"Valenzuela City,Metro Manila",4.82
6/28/2021,136746139,Solomon costumes,110,"Pasay City,Metro Manila",4.57
6/28/2021,41311013,BuyMorePh,354,"Pasig City,Metro Manila",4.5
6/28/2021,315439847,HY Store,99,,4.5
6/28/2021,403612075,Kaabin,53,,4.51
6/28/2021,97083327,mensclothes1,477,,4.79
6/28/2021,161746899,Elegant Men's Clothing Store,307,,4.46
6/28/2021,75150237,ykmencollection,69,"Pasay City,Metro Manila",4.86
6/28/2021,35369989,ICM.STORE,275,"Navotas City,Metro Manila",4.67
6/28/2021,47114599,Simplediva,79,"Valenzuela City,Metro Manila",4.82
6/28/2021,266644184,JUNEtime Shop,788,,4.6
6/28/2021,237008067,KT Clothing Studio,2699,,4.59
6/28/2021,443928985,ccfan.ph,183,,4.93
6/28/2021,262503614,juness.ph,555,,4.65
6/28/2021,69635896,DD-ONE  Fashion shop,212,"Pasay City,Metro Manila",4.81
6/28/2021,455548857,mr.monkey.ph,598,,5
6/28/2021,432495624,old uncle,83,,4.76
6/28/2021,128494608,T.F.H_FASHION,350,"Pasay City,Metro Manila",4.76
6/28/2021,280871312,DBD Men's Clothing Store,141,,4.5
6/28/2021,35902344,SHOP HUILISHI,225,"Pasay City,Metro Manila",4.82
6/28/2021,57235917,INSPI,610,"Quezon City,Metro Manila",4.88
6/28/2021,302250255,Zero Tide Hanbok,631,,4.63
6/28/2021,39587061,wolfzone online shop,552,"Bacoor,Cavite",4.61
6/28/2021,36934404,Forever Melody(PLUS SIZE),514,"Taytay,Rizal",4.76
6/28/2021,372895129,haibinzoulu.ph,128,,4.73
6/28/2021,315447242,liwen.ph,170,,4.35
6/28/2021,35371686,maxi Dress,405,"Binondo,Metro Manila",4.47
6/28/2021,157053609,love it shopping,344,"Santa Cruz,Metro Manila",4.77
6/28/2021,311167337,Korean House,323,,4.66
6/28/2021,156756973,huiluotuo.ph,358,,4.56
6/28/2021,50099473,SIMPLE TSHIRT,145,"Valenzuela City,Metro Manila",4.81
6/28/2021,307700422,Fashion.Front,365,,4.82
6/28/2021,283754579,No. 3 men's clothing store,628,,4.45
6/28/2021,59347195,JUNE 29 shop,390,"Bacoor,Cavite",4.62
6/28/2021,62404318,LuckyFashion,329,"Navotas City,Metro Manila",4.74
6/28/2021,398300573,ATS.shop,32,"Binondo,Metro Manila",4.74
6/28/2021,25811092,angelcity.💋,258,"Pasay City,Metro Manila",4.77
6/28/2021,254758936,Mr.H_Fashion Clothes,360,,4.48
6/28/2021,314266101,Fat Brothers men's Store,468,,4.51
6/28/2021,331814357,Pretty women fashion city,248,"San Nicolas,Metro Manila",4.64
6/28/2021,287258928,Popular House,75,,4.6
6/28/2021,371422543,Mollge,78,,4.54
6/28/2021,291088816,Trixcy Angela’s Fashion Co.,135,"Taguig City,Metro Manila",4.82
6/28/2021,64909141,ikon Bra Dress Crop top,3513,,4.77
6/28/2021,243356831,CL Dress&Tops Shop,367,,4.81
6/28/2021,420881087,J&W Fashion,149,,4.74
6/28/2021,404554570,huizhouhongji668,11,"Sampaloc,Metro Manila",4.64
6/28/2021,11187885,Little Market Manila,478,"Caloocan City,Metro Manila",4.73
6/28/2021,161903557,dress.shop,486,"San Nicolas,Metro Manila",4.56
6/28/2021,381509084,dreamers.ph,49,,4.79
6/28/2021,23250659,Vida Swimwear,1181,"Valenzuela City,Metro Manila",4.86
6/28/2021,43841660,peterang.999,1522,"Tondo I / Ii,Metro Manila",4.89
6/28/2021,21422611,Laureen Essentials,57,"Valenzuela City,Metro Manila",5
6/28/2021,49814692,C&M shop.PH,1910,,4.76
6/28/2021,275875058,small__tomato.ph,500,,4.74
6/28/2021,341350505,xiaoran.ph,969,,4.88
6/28/2021,186784310,xiaomaojia.ph--women fashion,2380,,4.82
6/28/2021,21407329,patriciacai,165,"Binondo,Metro Manila",4.94
6/28/2021,345537112,Alice_.ph,196,,4.72
6/28/2021,38991357,Fantasyshoppe,400,"Binondo,Metro Manila",4.81
6/28/2021,130651949,S & U,391,"San Nicolas,Metro Manila",4.82
6/28/2021,369909059,L19959678682.ph,496,,4.61
6/28/2021,46399675,ABUBOT_PH,426,"Pasig City,Metro Manila",4.59
6/28/2021,325618926,Be Young Life,110,,4.85
6/28/2021,126018720,croptop korean top dress,1455,,4.8
6/28/2021,399808845,LuoXuan.ph,381,,4.56
6/28/2021,16590993,Adol Janet ,473,"Binondo,Metro Manila",4.84
6/28/2021,36754442,KathrynClothing,528,"Taytay,Rizal",4.76
6/28/2021,64360491,Yzkzks.ph,644,"Pasay City,Metro Manila",4.89
6/28/2021,55748694,SS Swim Shop Fashion,300,"Taytay,Rizal",4.75
6/28/2021,449754824,Beauty girl clothing store,173,,4.6
6/28/2021,449182992,Yacent_thrift_Clo,13,"Legazpi City,Albay",5
6/28/2021,10377223,R&O RedOrange,220,"Pasay City,Metro Manila",4.91
6/28/2021,416886409,vaapo.ph,610,,4.94
6/28/2021,396605392,Akistore.ph,81,,5
6/28/2021,291022738,sy.maII,135,"Paranaque City,Metro Manila",4.3
6/28/2021,29392066,Clairecvc Shop,1083,"Binondo,Metro Manila",4.78
6/28/2021,456337069,Harajuku T-shirt,58,"Quezon City,Metro Manila",4.51
7/6/2021,266802542,SHUFU.PH | Fashion Women's,168,,4.77
7/6/2021,70189884,annathearon,394,"Quezon City,Metro Manila",4.78
7/6/2021,381509084,dreamers.ph,42,,4.8
7/6/2021,38991357,Fantasyshoppe,403,"Binondo,Metro Manila",4.81
7/6/2021,383858880,mayushop.ph,17,"Quezon City,Metro Manila",4.77
7/6/2021,46399675,ABUBOT_PH,430,"Pasig City,Metro Manila",4.59
7/6/2021,461815350,DSKJAA.ph,868,,
7/6/2021,371849079,BT pantie & underwear.ph,122,,5
7/6/2021,287789175,libin888.ph,276,,4.71
7/6/2021,375489956,Top Wolf Clothing.ph,311,,4.86
7/6/2021,203572725,DNEMNLPH,413,"Cainta,Rizal",4.84
7/6/2021,214411474,tantanyf.ph ,248,,4.86
7/6/2021,449754824,Beauty girl clothing store,187,,4.61
7/6/2021,312874722,Shopping Center boutique,206,"San Nicolas,Metro Manila",4.68
7/6/2021,313565900,zhufeng2.ph,243,,4.77
7/6/2021,36637203,terno skirt dress,151,"San Nicolas,Metro Manila",4.61
7/6/2021,35346563,swim suit NO1,332,"San Nicolas,Metro Manila",4.61
7/6/2021,285109174,Shara’s Fashion,61,"Las Pinas City,Metro Manila",4.89
7/6/2021,10352760,Shoppecorn,357,"Paranaque City,Metro Manila",4.74
7/6/2021,39345649,HESTIA  CLOSET 🌸,40,"Navotas City,Metro Manila",4.84
7/6/2021,122612617,Arlyn.corpuz,257,"Binondo,Metro Manila",4.58
7/6/2021,382931801,Stop And Shop Fashion,154,"Taytay,Rizal",4.45
7/6/2021,373517388,Posh mo yan,126,"Antipolo City,Rizal",4.81
7/6/2021,11314636,Lush Tiangge RTW Supplier,199,"Taytay,Rizal",4.88
7/6/2021,373953071,LK Shop ph,110,"Valenzuela City,Metro Manila",4.88
7/6/2021,190087960,Bella Hermosa Apparel Co.,64,"Taytay,Rizal",4.75
7/6/2021,111406552,YD Friend.PH,320,"Pasay City,Metro Manila",4.63
7/6/2021,133659038,VAMPIRE ONLINE PH,246,"Taytay,Rizal",4.57
7/6/2021,415653911,Trend Craze Ph,21,"Binondo,Metro Manila",4.76
7/6/2021,326225532,Duolin Apparel Store,251,,4.9
7/6/2021,149749719,BSCO® PH,1133,"Sampaloc,Metro Manila",4.81
7/6/2021,312059830,Mezz8 Garments,164,"Quezon City,Metro Manila",4.82
7/6/2021,383340326,lovely.thrift.finds,27,"Marikina City,Metro Manila",5
7/6/2021,19100527,Mumu,309,"Valenzuela City,Metro Manila",4.89
7/6/2021,34456815,⭐️Pink Star Korea Fashion,382,"Pasay City,Metro Manila",4.86
7/6/2021,418672464,XuXi Apparel Store,214,,4.89
7/6/2021,10615128,Hex Manila,239,"Pasig City,Metro Manila",4.54
7/6/2021,297008262,Jimei Shop,31,,4.68
7/6/2021,299396535,Pretty Comy Women Fashion,605,,4.88
7/6/2021,372020341,Cre8newtrends PH,76,"Caloocan City,Metro Manila",4.72
7/6/2021,281266301,clothingpalette.10,70,"Taytay,Rizal",4.92
7/6/2021,41056616,Eazie  Studio,519,"Pasay City,Metro Manila",4.69
7/6/2021,41311013,BuyMorePh,359,"Pasig City,Metro Manila",4.5
7/6/2021,318520270,Essentiel Manila,279,"Angono,Rizal",4.88
7/6/2021,273094218,xiaoyi.ph,197,,4.86
7/6/2021,59054130,EAZY GOODS,309,"Pasay City,Metro Manila",4.62
7/6/2021,284009378,90's Shop Manila ,63,"Quezon City,Metro Manila",4.89
7/6/2021,273201142,Women's blouse-Crop Top,1521,,4.84
7/6/2021,213293624,Magandang buhay,46,,4.78
7/6/2021,50261908,Sew- In Style,69,"Pasig City,Metro Manila",4.9
7/6/2021,31488555,WPFashionBRA,396,"Binondo,Metro Manila",4.83
7/6/2021,33547364,elegant dress,378,"Binondo,Metro Manila",4.56
7/6/2021,37390299,Jia's Classy Wear PH,19,"Taguig City,Metro Manila",4.88
7/6/2021,140134509,sanshop.ph,246,"Caloocan City,Metro Manila",4.66
7/6/2021,462140676,YULINMM.ph,224,,4.92
7/6/2021,304021783,amyleerui123.ph,266,,4.53
7/6/2021,100011971,Korean fashion bags and tee.,292,"Caloocan City,Metro Manila",4.81
7/6/2021,36061658,fantasy forever,558,"Binondo,Metro Manila",4.87
7/6/2021,5302656,Ulzzaang.ph,411,"Bacoor,Cavite",4.87
7/6/2021,141535018,Diya Stand,305,"Binondo,Metro Manila",4.87
7/6/2021,327526601,Afashiongirl.ph,226,,4.85
7/6/2021,36934404,Forever Melody,529,"Taytay,Rizal",4.76
7/6/2021,348925267,GOLF House,697,,4.83
7/6/2021,254711738,hello.may.ph,418,,4.81
7/6/2021,412536354,JK Women's Shopping Mall,518,,4.74
7/6/2021,408422598,YJ Blouse,579,,4.66
7/6/2021,40491304,Beauty and Charming,1755,,4.55
7/6/2021,155121457,Aileen Fashion,1013,"San Nicolas,Metro Manila",4.91
7/6/2021,301812995, Zanzea Women's Apparel,1567,,4.77
7/6/2021,348861745,gamisstorebandung1.ph,330,,4.36
7/6/2021,41237167,outlet101,1516,"Valenzuela City,Metro Manila",4.82
7/6/2021,299148481,wangli.ph,169,,4.84
7/6/2021,244604039,Cherry'sBeauty,1102,,4.81
7/6/2021,151149464,fudou.ph,165,,4.39
7/6/2021,326083863,Kamurri.clothing,36,"Cainta,Rizal",4.79
7/6/2021,35044762,RRX OnlineShop,2315,"Binondo,Metro Manila",4.7
7/6/2021,328781757,Giselle G&G studio,302,,4.88
7/6/2021,323746985,natapparel,11,"Quezon City,Metro Manila",4.87
7/6/2021,17325060,joymarcelo_rtwclothing,1183,"San Mateo,Rizal",4.83
7/6/2021,85464254,R.M SHOP,338,"Binondo,Metro Manila",4.88
7/6/2021,262845064,weabbyph.ph,308,,4.83
7/6/2021,182921536,woyun.ph,272,,4.51
7/6/2021,365058565,LUCKY.HOUSE,286,"Tondo I / Ii,Metro Manila",4.83
7/6/2021,368444703,Shopping Your Wardrobe,179,"Caloocan City,Metro Manila",4.79
7/6/2021,192699788,korean top and oversized shirt,1316,,4.82
7/6/2021,299067558,moodeel.ph,500,,4.71
7/6/2021,467411881,xinyuanmeifushi.ph,129,,5
7/6/2021,331790042,Crop Top & Korean Top,707,,4.84
7/6/2021,125534764,AAA_Korean_Fashion,396,"San Nicolas,Metro Manila",4.75
7/6/2021,259027993,ZIAsPreloved,391,"Paranaque City,Metro Manila",4.89
7/6/2021,50106625,LGOH.PH,327,"Pasay City,Metro Manila",4.87
7/6/2021,451285102,M&G Collection,27,"Cabuyao,Laguna",4.98
7/6/2021,199847719,cooperneo.ph--women fashion,260,,4.62
7/6/2021,162058206,Wanderwoman0920,103,"Tondo I / Ii,Metro Manila",4.94
7/6/2021,393059557,Baclaran_rembrose,221,"Pasay City,Metro Manila",4.88
7/6/2021,321963009,xinxia.ph,984,,4.74
7/6/2021,30386163,kcshoppe,378,"Pasig City,Metro Manila",4.91
7/6/2021,79439002,J.A Online Shop,206,"Mandaluyong City,Metro Manila",4.74
7/6/2021,288394116,Z&H🌿shop,333,,4.86
7/6/2021,375853108,kasutbb.ph,169,,4.72
7/6/2021,219216737,XRUI ❤ Womenjacket,444,,4.61
7/6/2021,311773458,Fit Me PH,249,"Caloocan City,Metro Manila",4.27
7/6/2021,23250659,Vida Swimwear,1182,"Valenzuela City,Metro Manila",4.86
7/6/2021,409900486,perryclothes.ph,1,"Quezon City,Metro Manila",5
7/6/2021,296410964,uranus.ph,87,,4.76
7/6/2021,346007914,ruoruizm.ph,641,,4.56
7/6/2021,303372405,GDTima2.ph,662,,4.77
7/6/2021,36754442,KathrynClothing,544,"Taytay,Rizal",4.76
7/6/2021,147240166,88jackshop,239,"Caloocan City,Metro Manila",4.69
7/6/2021,177084026,Maj's Collection,55,"Dasmarinas City,Cavite",4.95
7/6/2021,421975393,Fairy Women.ph,326,,4.78
7/6/2021,42199012,showmestyle.ph,1307,,4.7
7/6/2021,99638316,Eve’s Clothing,4,"Bagac,Bataan",4.6
7/6/2021,97626012,cozyclothingph,43,"Pasig City,Metro Manila",4.75
7/6/2021,292495133,ART_MAN,918,,4.63
7/6/2021,43859752,fuji.ph—Fashion men,270,,4.31
7/6/2021,343498159,men_clothes.ph,1261,,4.44
7/6/2021,237008067,KT Clothing Studio,2753,,4.59
7/6/2021,59347195,JUNE 29 shop,400,"Bacoor,Cavite",4.62
7/6/2021,262503614,juness.ph,530,,4.65
7/6/2021,315439968,W-KING,136,,4.51
7/6/2021,315439847,HY Store,125,,4.5
7/6/2021,412764444,la6rsf90hp,10,"Quezon City,Metro Manila",4.96
7/6/2021,372895129,haibinzoulu.ph,122,,4.73
7/6/2021,341569925,Tonystore.ph,1000,,4.38
7/6/2021,35369989,ICM.STORE,285,"Navotas City,Metro Manila",4.67
7/6/2021,277380946,Men's Clothing Oolong Club,438,,4.47
7/6/2021,331265826,lilishow002.ph,1070,,4.69
7/6/2021,405162349,Tooyooman,23,,4.46
7/6/2021,47114599,Simplediva,79,"Valenzuela City,Metro Manila",4.82
7/6/2021,51801232,DriFIT,62,"Valenzuela City,Metro Manila",4.82
7/6/2021,64151604,HUILISHI MEN'S FASHIONG,233,"Pasay City,Metro Manila",4.81
7/6/2021,202193803,JFD Shop,359,,4.64
7/6/2021,128494608,T.F.H_FASHION,350,"Pasay City,Metro Manila",4.76
7/6/2021,216736857,KICKSFASHIONWEAR,161,"Pasay City,Metro Manila",4.82
7/6/2021,171344353,sky171,349,"Tondo I / Ii,Metro Manila",4.56
7/6/2021,62404318,LuckyFashion,335,"Navotas City,Metro Manila",4.74
7/6/2021,161746899,Elegant Men's Clothing Store,306,,4.46
7/6/2021,139558229,media.ph,341,"Tondo I / Ii,Metro Manila",4.56
7/6/2021,35902344,SHOP HUILISHI,225,"Pasay City,Metro Manila",4.82
7/6/2021,302157781,GiiMall.ph,906,,4.67
7/6/2021,75150237,ykmencollection,70,"Pasay City,Metro Manila",4.86
7/6/2021,302250255,Zero Tide Hanbok,575,,4.63
7/6/2021,69635896,DD-ONE  Fashion shop,212,"Pasay City,Metro Manila",4.81
7/6/2021,254758936,Mr.H_Fashion Clothes,363,,4.48
7/6/2021,86411248,EMILI-Y & U-VY FASHION,706,"Las Pinas City,Metro Manila",4.81
7/6/2021,265511974,KCJ Men's,263,,4.45
7/6/2021,396715759,(MEILUN)Men's Fashion,128,,4.45
7/6/2021,398300573,ATS.shop,32,"Binondo,Metro Manila",4.72
7/6/2021,311167337,Korean House,376,,4.66
7/6/2021,455548857,mr.monkey.ph,1000,,4.71
7/6/2021,403612075,Kaabin,52,,4.5
7/6/2021,266644184,JUNEtime Shop,775,,4.6
7/6/2021,263745732,bingjian.ph,432,,4.47
7/6/2021,93330925,CLASSY CURVE SHOP,18,"Angat,Bulacan",5
7/6/2021,320297728,Fanko.ph,50,,4.47
7/6/2021,446875373,Imprint  Boy_Clothes,316,,
7/6/2021,147134021,Welford Men,1638,"Quezon City,Metro Manila",4.94
7/6/2021,453331613,小龙专卖——日用百货,118,,5
7/6/2021,314266101,Fat Brothers men's Store,464,,4.51
7/6/2021,401150074,ZK Boutique clothing store,313,,4.49
7/6/2021,154035407,happyeveryday888,236,"Pasay City,Metro Manila",4.69
7/6/2021,156756973,huiluotuo.ph,376,,4.56
7/6/2021,345249237,EZGOING,468,,4.52
7/6/2021,283754579,No. 3 men's clothing store,623,,4.44
7/6/2021,328100399,luensi fashion men's,89,,4.54
7/6/2021,136746139,Solomon costumes,110,"Pasay City,Metro Manila",4.57
7/6/2021,371422543,Mollge,93,,4.54
7/6/2021,382851455,sandalldd.ph,158,,4.42
7/6/2021,280520761,womenshirt.ph,187,,4.72
7/6/2021,52679673,DA&ABOUT THE FIT,35,"Taytay,Rizal",4.7
7/6/2021,456337069,Harajuku T-shirt,58,"Quezon City,Metro Manila",4.6
7/6/2021,136491290,WittYGiRL,1292,,4.88
7/6/2021,36222507,Beauty Fashion,553,"Pasay City,Metro Manila",4.8
7/6/2021,264590394,CLAIRE CLOTHING,550,"Taytay,Rizal",4.76
7/6/2021,419236946,ShawtyBoutique,184,,4.79
7/6/2021,20446518,Floral dress,425,"Binondo,Metro Manila",4.62
7/6/2021,40841188,XiaoZhaiNv Women's clothing,1746,,4.83
7/6/2021,43841660,peterang.999,1526,"Tondo I / Ii,Metro Manila",4.89
7/6/2021,341350505,xiaoran.ph,937,,4.88
7/6/2021,390661481,Eternal Love Women's Clothing ,310,,4.64
7/6/2021,420881087,J&W Fashion,133,,4.47
7/6/2021,11187885,Little Market Manila,482,"Caloocan City,Metro Manila",4.73
7/6/2021,126018720,croptop korean top dress,1509,,4.8
7/6/2021,50582861,Miss A PH,324,"Taytay,Rizal",4.88
7/6/2021,49814692,C&M shop.PH,1933,,4.76
7/6/2021,10377223,R&O RedOrange,225,"Pasay City,Metro Manila",4.91
7/6/2021,419928844,Only For You，today,356,,4.46
7/6/2021,291022738,sy.maII,137,"Paranaque City,Metro Manila",4.3
7/6/2021,39898577,shienacu,374,"San Nicolas,Metro Manila",4.88
7/6/2021,1083822,Naked Clothing PH,480,"Taytay,Rizal",4.88
7/6/2021,32632247,WALIn shoes 👠,860,"Binondo,Metro Manila",4.9
7/6/2021,130651949,S & U,403,"San Nicolas,Metro Manila",4.83
7/6/2021,35372816,Yvon‘s bag,112,"Binondo,Metro Manila",4.85
7/6/2021,389973330,loveflower--Fashion women's,811,,4.84
7/6/2021,453049862,ycshop568.ph,48,,
7/6/2021,55748694,SS Swim Shop Fashion,306,"Taytay,Rizal",4.75
7/6/2021,50114777,BCUA Lingerie Bra and Panty,534,"Pasay City,Metro Manila",4.77
7/6/2021,141606030,🌿 Peppermint Shop,4206,,4.83
7/6/2021,325618926,Be Young Life,120,,4.85
7/6/2021,416886409,vaapo.ph,620,,4.89
7/6/2021,419954100,Fall in love with you,662,,4.75
7/6/2021,64360491,Yzkzks.ph,650,"Pasay City,Metro Manila",4.89
7/6/2021,16590993,Adol Janet ,473,"Binondo,Metro Manila",4.84
7/6/2021,449182992,Yacent_thrift_Clo,16,"Legazpi City,Albay",5
7/6/2021,396605392,Akistore.ph,84,,4.6
7/6/2021,360379308,Yzanice Shop,78,,4.75
7/6/2021,29392066,Clairecvc Shop,964,"Binondo,Metro Manila",4.78
7/6/2021,25811092,angelcity.💋,272,"Pasay City,Metro Manila",4.77
